Question,Answer,File,URL
Where can I sign in with a non-SFU email address?,https://canvas.sfu.ca/login/canvas,0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
What notice do I need to read before using Canvas?,Canvas Privacy Protection Notice,0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
How can I protect my password while using Canvas?,"- SFU will never request Computing ID or password information via email or any website
- Ignore all messages requesting Computing ID and password information
- Check that browser shows a closed lock icon and URL starts with https://cas.sfu.ca
- Do not enter password if unsure
- More information on phishing available
- Acknowledge traditional territories of Coast Salish peoples at SFU",0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
What should I do if I receive a request for my Computing ID or password?,- SFU will never request Computing ID or password information via email or any website,0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
How can I verify the authenticity of a web page before entering my password?,"- Check that your browser shows a closed lock icon
- Ensure that the URL of the page starts with https://cas.sfu.ca
- Do not enter your password if you are not sure",0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
Where is the IT Services located at Simon Fraser University?,"Strand Hall 1001
8888 University Drive
Burnaby, B.C",0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
Whose traditional territories does Simon Fraser University acknowledge they live and work on?,"Coast Salish peoples of the Musqueam, Squamish, and Tsleil-Waututh Nations.",0_3_8_4_1,https://canvas.sfu.ca/enroll/NPYH7E?_gl=1*5uzpot*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQwNTUuMzguMC4w
How long is the seminar on understanding and coping with anxiety and depression?,2 hours.,0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
Can the seminar be attended in person and online?,"Yes, the seminar can be attended in person and online.",0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
What resources are available on Canvas for the seminar attendees?,"- Access to a copy of the seminar slides
- Helpful resources available until the end of term
- Opportunity to share feedback in the ""Quizzes"" section
- Seminar room location and Zoom access information
- Option to utilize resources in the Canvas course at any time",0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
How long are the resources available on Canvas?,The resources are available until the end of term.,0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
How can attendees provide feedback about the seminar?,"Attendees can provide feedback about the seminar in the ""Quizzes"" section.",0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
Where can I find the seminar room location and Zoom access information?,In the Canvas course.,0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
What is the recommended arrival time for joining the Zoom link or attending in person?,5 to 10 minutes before start.,0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
Is seminar attendance mandatory for utilizing the resources on Canvas?,Seminar attendance is not mandatory for utilizing the resources on Canvas.,0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
"Who is Shona, the Registered Psychologist #2558 mentioned in the text?","Shona is a Registered Psychologist who trained as a Clinical Psychologist in Oxford, U.K. She predominantly uses a Human Givens and a CBT approach and is a specialist in treating traumas and complex mental health disorders.",0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
How can I contact Simon Fraser University for more information about the seminar or resources available?,"You can contact Simon Fraser University at the following numbers:
- Burnaby campus: 778.782.4615
- Vancouver campus: 778.782.5200
- Surrey campus: 778.782.5200",0_3_8_4,https://www.sfu.ca/students/health/get-support/support-groups/groups/understanding-anxiety.html
How can this Canvas Course and seminar help individuals understand climate change distress?,"- Offer strategies to cope with climate change distress
- Provide a better understanding of climate change anxiety and grief",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
"Is the seminar available for SFU students only, or can non-SFU individuals participate as well?",Non-SFU individuals can also participate in the seminar.,0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
What are the strategies and coping skills offered in the seminar for dealing with climate change anxiety and grief?,"- Strategies and coping skills offered in the seminar for dealing with climate change anxiety and grief include understanding different types of climate change distress, discussing topics covered in the seminar with Health and Counselling colleagues during the seminar, changing name on Zoom to protect privacy, accessing additional resources available for download, optional participation in a research project on interventions for climate change distress, and using a Human Givens and CBT approach to treat traumas and mental health disorders.",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
"How can individuals access the seminar, either in person or online through Zoom?",- Individuals can access the seminar in person for SFU students or online through Zoom for all others,0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
Is there an option for optional participation in a research project related to understanding interventions for climate change distress?,"Yes, there is an option for optional participation in a research project related to understanding interventions for climate change distress.",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
Who is the presenter of the seminar and what is their background in clinical counseling and psychology?,"Shona is the presenter of the seminar. She is a Registered Clinical Counsellor and Psychologist with a background in Clinical Psychology from Oxford, U.K.",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
How can individuals contact Shona to arrange for a non-SFU family or friend to access the seminar?,Individuals can contact Shona at shona_hcs@sfu.ca.,0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
What is the focus of Shona's approach in treating traumas and complex mental health disorders?,"Shona's approach in treating traumas and complex mental health disorders focuses on a Human Givens and CBT approach, strength-based solution-focused model, and working collaboratively with individuals to help them understand their difficulties and learn different strategies to interact with them.",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
"How can individuals get more information about the seminar, including room and Zoom access details?","Individuals can click on the Canvas links where more information will be posted. Additionally, there will be additional resources available to download closer to the time.",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
What are the different traditional territories acknowledged by Simon Fraser University where the campuses reside?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples",0_3_8_5,https://www.sfu.ca/students/health/get-support/support-groups/groups/climate-anxiety.html
What is the purpose of the Better Coping Skills group for students?,The purpose of the Better Coping Skills group for students is to make improvements to their well-being by promoting healthier coping with student life.,0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
How many sessions does the group run for and how often?,The group runs for 4 sessions and runs twice during the term.,0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
How can students register for the group?,Email Doriana to register: dfa5@sfu.ca,0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
"What is the background and experience of Doriana, the Registered Clinical Counsellor?","- Doriana is a second generation Italian-Canadian
- She attended Simon Fraser University and obtained a Bachelor’s Degree in Psychology, Counselling, and Human Development
- She holds a Master’s Degree in Counselling
- Doriana has worked in the mental health field since 2010
- She utilizes a strengths based, solution focused perspective
- Doriana supports students experiencing various issues such as life transitions, work-life balance, family of origin, relationship issues, grief and loss, and burnout",0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
What campuses does Simon Fraser University have and what are their contact numbers?,"- Burnaby campus: 778.782.4615
- Vancouver campus: 778.782.5200
- Surrey campus: 778.782.5200",0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
How does Doriana approach counselling with students?,"Doriana approaches counselling with students using a strengths-based, solution-focused perspective. She supports students experiencing various issues such as life transitions, work-life balance, family of origin, relationship issues, grief and loss, and burnout. She is passionate about the benefits of talk-therapy and connection, and meeting people where they are at.",0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
What is the significance of acknowledging the Indigenous peoples in the territory where the campuses are located?,"Acknowledging the Indigenous peoples in the territory where the campuses are located is significant for honoring and respecting the land, history, and culture of the Indigenous communities. It also demonstrates a commitment to reconciliation, truth, and building positive relationships with Indigenous peoples.",0_3_8_6,https://www.sfu.ca/students/health/get-support/support-groups/groups/coping-skills.html
What is Dungeons & Worry Dragons (D&WD)?,D&WD is a Therapeutically-Applied Tabletop Roleplaying Game Group.,0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
Who can benefit from participating in D&WD?,"Students having difficulty with social functioning such as social anxiety, neurodivergence, trouble initiating or maintaining relationships, loneliness, etc.",0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
What are the expected improvements in social functioning for participants in D&WD?,"Participants can expect to experience growth or improvement in the following areas of their social functioning:
- Experiencing less frequent and/or less intense social anxiety symptoms
- Improved social functioning, on average by about 20%",0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
How can students register for D&WD?,Email the facilitator to register: david_lindskoog@sfu.ca,0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
"What is the background of the facilitator, David Lindskoog?","David is a Registered Clinical Counsellor holding a MA in counselling psychology from Adler University. His approach integrates emotion-focused, narrative, and cognitive-behavioural therapy, and he prioritizes offering a grounded and caring atmosphere emphasizing safety and empathy. David is passionate about suicide prevention, social justice, career and professional development concerns, and the use of role-playing games in therapy.",0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
How can interested students contact David for more information?,Email the facilitator at david_lindskoog@sfu.ca,0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
How many participants are allowed in each term's group?,8 participants,0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
What is the contact information for Simon Fraser University?,"Burnaby campus: 778.782.4615
Vancouver campus: 778.782.5200
Surrey campus: 778.782.5200",0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
Which traditional territories do Simon Fraser University campuses reside on?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples.",0_3_8_7,https://www.sfu.ca/students/health/get-support/support-groups/groups/dungeons-dragons-sfu.html
What is required to access this page on Canvas?,SFU Computing ID,0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
How can I sign into Canvas if I normally use a non-SFU email address?,Please sign in at https://canvas.sfu.ca/login/canvas.,0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
Where can I read the complete Canvas Privacy Protection Notice?,On the Canvas website.,0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
What precautions should I take regarding my password while using Canvas?,"- Always check that your browser shows a closed lock icon
- Make sure the URL of the page starts with https://cas.sfu.ca
- Do not enter your password if you are not sure
- SFU will never request Computing ID or password information via email or any website",0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
What should I do if I receive a request for my Computing ID or password via email?,"- Ignore the message
- Do not provide or confirm your Computing ID or password
- Check that the browser shows a closed lock icon and the URL starts with https://cas.sfu.ca
- Do not enter your password if unsure",0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
How can I verify the legitimacy of a website requesting my password?,"- Always check that your browser shows a closed lock icon
- Make sure the URL of the page starts with https://cas.sfu.ca
- Do not enter your password if you are not sure of the legitimacy of the website",0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
What contact information is provided for SFU IT Services?,"- IT Services
- Strand Hall 1001
- 8888 University Drive
- Burnaby, B.C",0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
Whose traditional territories does Simon Fraser University acknowledge on their website?,"Coast Salish peoples of the Musqueam, Squamish, and Tsleil-Waututh Nations",0_3_8_8_1,https://canvas.sfu.ca/enroll/3F7PAM?_gl=1*1qanoth*_gcl_au*NDkzODI5NzAzLjE3MDg5NzgzOTQ.*_ga*MTA0NzkyNjA5OS4xNzA3NzY3NjMz*_ga_R4BCVYL1QF*MTcxNjMzMjU2Mi4zMy4xLjE3MTYzMzQyMTEuMTEuMC4w
What is the purpose of the trauma seminar?,- The purpose of the trauma seminar is to help people learn about different types of trauma and how they can affect individuals,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can trauma affect individuals?,- Trauma can affect individuals by causing emotional distress and mental health issues,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
What are some common symptoms of trauma?,"- Common symptoms of trauma may include:
- Emotional symptoms such as anxiety, depression, and mood swings
- Physical symptoms such as headaches, fatigue, and stomach issues
- Cognitive symptoms such as memory problems, difficulty concentrating, and racing thoughts
- Behavioral symptoms such as irritability, social withdrawal, and self-destructive behaviors",0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
Are there self-help strategies provided in the seminar?,"Yes, there are self-help strategies provided in the seminar.",0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
Is attendance at the seminar required?,Attendance at the seminar is helpful but not required.,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can I access additional support after the seminar?,"- Utilize the Canvas course
- Download additional resources
- Contact the Registered Psychologist Shona at the Burnaby campus: 778.782.4615, Vancouver campus: 778.782.5200, Surrey campus: 778.782.5200",0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can I join the Canvas course?,You can join the Canvas course by registering for the seminar.,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
What information is available in the Canvas course?,"- Seminar room location
- Zoom access
- Additional resources to download
- Information about the rest of the staff
- Contact information for Burnaby, Vancouver, and Surrey campuses
- Acknowledgement of traditional territories
- Terms & Conditions
- Privacy policy",0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
Who is the registered psychologist mentioned in the text?,Shona,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
What approach does the psychologist use in treating traumas?,Human Givens and CBT approach,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can I contact the psychologist at the Burnaby campus?,778.782.4615,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can I contact the psychologist at the Vancouver campus?,778.782.5200,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can I contact the psychologist at the Surrey campus?,You can contact the psychologist at the Surrey campus by calling 778.782.5200.,0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
Which indigenous peoples' territories does Simon Fraser University acknowledge?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
What are the terms and conditions and privacy policy of Simon Fraser University?,"Terms & Conditions
Privacy policy",0_3_8_8,https://www.sfu.ca/students/health/get-support/support-groups/groups/trauma-seminar.html
How can I register for the 8-week counselling group with a disability focus for students with an Autism diagnosis?,"To register for the 8-week counselling group with a disability focus for students with an Autism diagnosis, you can contact your CAL disability advisor and indicate your interest in participating in the group. Your advisor will then forward you an email referral with instructions on how to book an intake appointment with the group facilitator. During a 30-minute group screening meeting, the facilitator will discuss whether the group would be a good fit for you. Space in the groups is limited, so once the group is filled, it will be closed for the semester, and a waitlist will be created for future offerings.",0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
What topics are discussed in the counselling group for autistic students at SFU?,"The topics discussed in the counselling group for autistic students at SFU include struggles currently experienced by group members, coping strategies, navigating post-secondary education, and a variety of other topics brought by participants.",0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
How can I contact the CAL disability advisor to express interest in participating in the group?,You can contact your CAL disability advisor and indicate your interest in participating in the group.,0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
What is the process for joining the closed group once it has started?,"To join the closed group once it has started, individuals must contact their CAL disability advisor and express interest in participating in the group. The advisor will then forward an email referral with instructions on how to book an intake appointment with the group facilitator. After completing these steps, there will be a 30-minute group screening meeting with the facilitator to determine if the group is a good fit. Space is limited, and once the group is filled, new members will not be accepted.",0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
Who is the facilitator of the counselling group for autistic students at SFU?,The facilitator of the counselling group for autistic students at SFU is Sean.,0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
"What are some of the experiences and qualifications of the facilitator, Sean?","- Sean is a Registered Clinical Counsellor
- Sean is the Health & Counselling counsellor liaison with the Centre for Accessible Learning
- Sean works with CAL registrants, providing individual and group counselling services
- Sean possesses a lived experience of disability
- Sean is partially blind
- Sean is a Masters level counsellor
- Sean is a current PhD candidate in counselling psychology at the University of British Columbia
- Sean completed his pre-doctoral internship at SFU in 2020
- Sean's research areas focus on disability issues, seeking psychological services as a person with a disability, and the impact on blind/partially sighted people of receiving unsolicited help from sighted helpers",0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
How can I get more information about the counselling services offered at SFU?,You can contact your CAL disability advisor.,0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
Are there specific time slots available for the counselling group for autistic students?,Thursdays 1:30pm - 3:30pm,0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
How can I join the waitlist for future offerings of the counselling group?,"To join the waitlist for future offerings of the counselling group, contact your CAL disability advisor and express your interest in participating. They will forward you an email referral with instructions on how to book an intake appointment with the group facilitator. Once you have completed these steps, you will meet with the facilitator for a screening meeting to determine if the group is a good fit for you. Space in the groups is limited, so once the group is filled, a waitlist will be created for those interested in joining future offerings.",0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
How does the facilitator determine if the group would be a good fit for a potential participant?,"The facilitator determines if the group would be a good fit for a potential participant during a 30-minute group screening meeting. They discuss with the individual whether the group would be a good fit for them, assess their suitability for participation, and answer any questions they may have.",0_3_8_9,https://www.sfu.ca/students/health/get-support/support-groups/groups/experiencing-autism.html
How can I register for group counselling sessions?,"- Browse our list of options and register
- Self-refer
- Drop in to get connected",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
What types of support groups are available for students?,"- Group counselling
- ADD/ADHD
- Anxiety
- Chronic Pain
- Depression
- Focus/Balance
- Graduate Students
- Identity & Community
- International Students
- Mindfulness
- Physical
- Resilience
- Self-Compassion
- Stress
- Trauma
- Workshop
- All Groups
- Questioning gender and/or sexuality
- Indigenous, Black, People of Colour, Bi-racial and/or Multi-racial
- Making improvements and feeling supported
- Black students discussing experiences of racism
- Understanding climate change anxiety and grief
- Graduate students writing thesis or dissertation
- Building social skills through Dungeons & Dragons
- Navigating post-secondary education with ADHD
- 8-week counselling group for students with Autism
- Support group for students with disabilities
- Navigating graduate school as a student with disabilities
- Horticulture therapy for racialized students
- Lunchtime crafts with Transition Case Manager
- Coping with sexualized violence through art and tea
- Tools for mood, stress, and anxiety
- Recognizing signs of distress and suicide risk
- Learning about anxiety, depression, and trauma
- Various campus contact numbers
- Acknowledgment of traditional territories
- Terms & Conditions, Privacy policy, Copyright information",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Can I self-refer to join a support group?,"Yes, you can self-refer to join a support group.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Are there drop-in options for support groups?,"Yes, there are drop-in options for support groups.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
What is the focus of the support group for individuals questioning their gender and/or sexuality?,Diversity of identities and experiences,0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
"Are there specific support groups for Indigenous, Black, People of Colour, and other racialized students?","Yes, there are specific support groups for Indigenous, Black, People of Colour, and other racialized students.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
How can I join a support group for graduate students?,"- Register, self-refer, or drop in to get connected
- Learn more",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Are there support groups specifically for students with disabilities?,"- This support group is for students who want to build social skills to combat depression and anxiety. Group members will be playing Dungeons & Dragons, the tabletop role-playing game",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
What activities are offered in the support group for students building social skills?,Dungeons & Dragons,0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Can I join a support group for individuals with ADHD?,"Yes, you can join a support group for individuals with ADHD.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Is there a support group for students with autism?,"Yes, there is a support group for students with autism.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
How can I participate in horticulture therapy as a racialized student?,Learn more,0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
What is the purpose of the lunchtime craft sessions with the Transition Case Manager?,To provide students with an opportunity to socialize and engage in crafting activities.,0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Are there drop-in mindfulness sessions available for students?,"Yes, there are drop-in mindfulness sessions available for students.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
How can I join the support group for students impacted by sexualized violence?,Learn more,0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
"What skills can I learn in the seminar on mood, stress, and anxiety?","- Practical tools for mood, stress, and anxiety
- Building skills for emotional regulation",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
Are new members welcome in the support group for anxiety and stress?,Yes.,0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
What will be covered in the seminar on recognizing distress and suicide risk?,"Recognizing potential signs of distress and/or suicide risk, and how to provide immediate support.",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
"How can I learn more about anxiety, depression, and trauma through the university?","- Attend the seminar at the university
- Contact the Burnaby campus at 778.782.4615
- Contact the Vancouver campus at 778.782.5200
- Contact the Surrey campus at 778.782.5200",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
How can I contact Simon Fraser University for more information about support services?,"Burnaby campus: 778.782.4615
Vancouver campus: 778.782.5200
Surrey campus: 778.782.5200",0_3_8,https://www.sfu.ca/students/health/get-support/support-groups/virtual-programs-tags/all-groups.html
How can co-op benefit students and fit within their post-secondary experience?,"- Co-op integrates academic experience with paid employment
- Students gain work experience in degree-relevant fields
- Co-op helps students prepare their resume, cover letter, and interview skills
- Students can earn income during work terms
- Co-op creates a supportive environment with mentorship and training
- Allows students to apply classroom knowledge to the workplace
- Provides potential references, new LinkedIn connections, and in some cases, offers for full-time employment upon graduation",0_3_9_10,https://www.sfu.ca/coop.html
How can students contact the co-op program office for support?,"- Contact the co-op program office directly
- Meet with a co-op advisor for one-on-one support",0_3_9_10,https://www.sfu.ca/coop.html
"What are the application fees, tuition, deadlines, and program-specific requirements for co-op programs?","- Application fees, tuition, deadlines, and program-specific requirements vary depending on the specific co-op program",0_3_9_10,https://www.sfu.ca/coop.html
